제목,카테고리1,카테고리2,카테고리3,지역명,시군구명,개요
감나무집,음식,음식점,한식,충청북도,충주시,"샤브샤브는 꿩뼈를 넣어 진하게 우려낸 육수에 미나리, 버섯 등을 넣어 함께 팔팔 끓이고, 이곳에 물에 살짝만 담갔다가 먹으면 입에서 녹아내릴 듯이 사라지는 부드러운 맛이 일품이다. 비린 냄새도 전혀 없다."
무안참뻘낙지,음식,음식점,한식,전라남도,무안군,발이 가늘다는 뜻의 무안갯벌세발낙지는 게르마늄이 다량 함유된 무안의 갯벌에서 잡히는 것으로 그 맛이 월등히 뛰어나다. 맑은 물에 여러 번 깨끗이 씻은 뒤 접시에 가지런히 담아 오면 이것을 초장에 찍어먹는데 그때 낙지가 꿈틀거려 '기절했다가 살아났다'는 의미로 '기절낙지'란 이름이 붙여졌다.
삼포쌈밥,음식,음식점,한식,경상북도,경주시,"쌈 채소 외의 재료도 모두 경주 인근에서 직접 가져와 정성이 담겨있다. 특히, 쌈밥의 핵심이라고 할 수 있는 장맛과 젓갈의 맛이 일품이다. 쌈밥에 나오는 된장찌개는 밥과 알맞게 어울리고, 된장은 깊은 맛이 난다. 인근 감포 바닷가에서 잡아 올린 굵은 멸치젓갈도 진한 맛이 일품이다."
황금어장,음식,음식점,한식,제주도,제주시,제주시 연동에 위치한 황금어장은 제주의 토속음식을 판매하는 음식점이다. 아침식사가 가능하고 코스메뉴부터 일품메뉴까지 다양한 메뉴를 즐길 수 있다.
길성이백숙,음식,음식점,한식,충청북도,청주시,영계를 사용해 그사이 인삼과 대추 알맞게 익은 찹쌀을 넣어 군침 도는 메뉴를 선보인다. 이 집 닭백숙의 진가는 누룽지에 있다. 닭을 푹 우려낸 국물에 쫄깃한 누룽지는 입안에 착착 달라붙는다. 국물맛 또한 진한 육수와 함께 시원한 맛까지 거기다가 잘 익은 갓김치 한 조각 올리면 여름 보약 한재 먹은 느낌이다.
가진항 자매해녀횟집,음식,음식점,한식,강원도,고성군,"자연산 물회는 어부들이 밤새 술을 푼 속을 달래려고 새벽 출어를 나가기 전에 요기삼아 먹던 음식이다. 바다에서 갓 잡아 올린 자연산 가자미, 오징어, 해삼 등의 해산물과 각종 야채, 초고추장이 어우러져서 담백하고 신선한 맛을 느끼게 한다. "
가선식당,음식,음식점,한식,충청북도,영동군,"도리뱅뱅은 빙어를 후라이팬에 가지런히 둘러둔 다음 기름에 바싹 튀겨내서 양념을 얹은 것으로 영동, 옥천지역의 별미다. 매콤한 양념맛에 기름에 튀겨낸 바삭바삭한 맛, 그리고 고소한 뒷맛을 함께 가지고 있다. 알이라도 찬 놈을 만나면 더욱 고소한 뒷맛을 느낄 수 있다."
할매가야밀면,음식,음식점,한식,부산,중구,"약간 노르스름한 빛깔을 띄는 면발은 알맞게 차지다는 표현이 딱 어울릴 정도로 쫀득하고, 맑게 우려낸 국물은 정성스럽게 갈은 살얼음 육수라 시원한 맛이 일품이다. 면발과 국물의 조화가 좋은 밀면집이다."
아로이,음식,음식점,아시아식,서울,종로구,현지 호텔 주방장을 초빙한 정통 태국 음식점이다.
계림정,음식,음식점,한식,서울,종로구,곱창전골과 냉면 전문 음식점이다.
한미리(광화문점),음식,음식점,한식,서울,중구,"한미리 광화문점은 청계천이 내려다 보이는 전망과 정갈한 인테리어로 특별한 날에 알맞은 특별한 식사를 선보이고 있다. '정갈한 선비의 방'을 공간 주제로 '임금님이 뛰어난 선비에게 내리는 아름다운 만찬'이란 컨셉의 요리를 맛 볼 수 있다. 여러가지 한식요리를 선보이고 있으며, 담백하고 깔끔한 맛으로 외국인들에게 소개해주기 알맞은 곳이기도 하다. 많은 사람들이 함께 식사를 할 수 있는 홀과 다양한 룸이 준비되어 있어, 회식뿐만 아니라 가족모임이나 접대 등 특별한 모임을 위한 장소로도 걸맞다. 식사 뿐만 아니라 배다리 막걸리부터 와인까지 다양한 주류까지 준비되어 있다."
탁가네(구. 광주회관),음식,음식점,한식,서울,종로구,"탁가네는 오리와 돼지고기를 재료로 음식을 제공한다. 점심특선 메뉴로 오리탕, 갈비탕 등을 맛볼 수 있으며 메뉴로는 돼지고기 메뉴와 오리고기 메뉴가 제공된다."
이남장(삼성점),음식,음식점,한식,서울,강남구,전통있는 설렁탕집으로 국내산 쇠고기만을 사용하여 30시간 이상 매장에서 직접 정성껏 고아 판매한다.
이남장(서초점),음식,음식점,한식,서울,서초구," 2007년 2월 26일에 방송된 SBS TV "" 생활의 달인-설렁탕 달인""코너에 소개된 주인공이 있는 곳으로, 설렁탕이 유명한 음식점이다."
이남장(여의도점),음식,음식점,한식,서울,영등포구,양지살이 듬뿍 들어간 설렁탕 한 그룻이 스트레스에 시달리는 샐러리맨의 속을 달래준다.순수 국내산만을 제공하는 숯불구이의 맛도 일품이어서 여의도 증권가에서 단체 회식 하기에 좋은 곳으로 소문나 있는 곳이다.우리증권 맞은편 3층에 자리하고 있다.
한성관,음식,음식점,한식,서울,종로구,"을지로의 불고기집을 대표하는 곳 중의 하나로 양념이 너무 달지 않고 적당해 손님들이 많이 찾는 곳이며 식사로 갈비탕, 냉면 등이 있다.  "
뱅커스클럽,음식,음식점,서양식,서울,중구,"뱅커스 클럽은 역사와 전통의 조선호텔 직영 레스토랑으로서 서울의 중심인 명동의 전국 은행 연합회관 16층에 위치하고 있는 고품격 레스토랑이다.  중식과 양식의 복합 구조로 고객의 취향에 맞게 선택 하실 수 있는 다양한 메뉴와 각종 행사의 뷔페 메뉴 및 세트 메뉴가 준비되어 있으며, 서울의 전경을 한눈에 바라볼 수 있는 조망권의 홀 내부와 8개의 프라이빗 룸이 있어 비즈니스 회의 및 각종 소모임 등을 하기 위한 적합한 장소이다. 16층까지 엘리베이터로 연결되어 있고 모든 좌석이 테이블과 의자로 되어 있어 휠체어 사용자도 이용이 편리하다."
남산참숯불갈비,음식,음식점,한식,서울,중구,남산 케이블카 건물 1~2층에 있는 식당으로 지나치기 쉬운 곳이지만 맛과 가격대가 적당해서 추천할 만하다. 주출입구에 높이 차이가 없어 이용이 가능하지만 엘리베이터가 없어 총 2개의 층 가운데 1층만 이용이 가능하다. 남산 케이블카 주차장의 장애인 전용 주차구역을 이용할 수 있다.
국제밀면,음식,음식점,한식,부산,연제구,"부산에서 밀면으로 유명한 곳이다. 작은규모지만 직원들 모두 유니폼까지 다 챙겨입고 손님을 맞고 있으며, 밀면 맛도 일품이지만, 육수 맛 또한 일품이다."
싱카이,음식,음식점,중식,서울,중구,"성가 ‘별의 길’ 이라는 뜻의 XINGKAI는 마치 1930년대 상하이의 고급 레스토랑을 그대로 들여놓은 듯한 느낌을 갖게 하는 고급스럽고 웅장한 스케일의 중식당이다. 중국식 붉은 실크 벽지를 비롯해 중국에서 직접 공수해 온 테이블과 의자, 전통 문양의 나무 창살 벽걸이 등을 현대적인 감각으로 전통적인 중국 스타일을 재현한 인테리어가 뛰어나며, 고급스러운 붉은 패브릭 벽과 그와 대조적인 인디고 블루 카펫, 높은 천장은 웅장하면서도 세련된 분위기를 연출한다.마치 영화 속 등장인물이 된 것 같은 기분이 들게 하는 싱카이는 약간은 어둡고 고급스러운 분위기로 비즈니스 모임에 인기가 높다. 또한 크기가 다른 독립된 8개의 룸이 있어 각종 모임, 상견례, 접대 등에도 잘 맞는 장소이다.신선한 활어 및 해산물을 강한 불에 빠르게 볶아내는 조주식 요리와 중국의 다양한 메뉴를 끊임없이 선보임으로서 고객에게 새로움을 드리고 있다. 싱카이는 다양한 중국술은 물론이고 와인과 다양한 일품요리도 즐길 수 있다. 점심과 저녁에는 비즈니스맨들을 위한 다양한 코스요리가 준비되어 있다."
조가비,음식,음식점,한식,서울,중구,"[서울 중구 명동1가에 있는 조개구이 전문점 조가비]조가비는 서울 명동에 위치한 조개구이 전문점이다. 도심 한복판에서 조개구이를 맛볼 수 있으며 조개구이, 조개찜 이외에 수제비 칼국수 등 다양한 메뉴를 제공한다."
서울고기집,음식,음식점,한식,서울,중구,"[서울 중구 남대문로5가에 있는 제주고기 전문점 서울고기집]서울고기집은 서울역 부근의 제주고기를 제공하는 음식점이다. 제주도 생목살, 오겹살, 가브리살, 갈비 등 육류와 식사메뉴(찌개류)를 제공한다."
생각하는정원(유연),음식,음식점,한식,제주도,제주시,녹색문화를 선도해온 제주도 <생각하는 정원(구 분재예술원)>이 음식에 녹색문화와 전통을 접목시킨다.최상의 원재료로 최고의 맛을 낸 녹색식단에 제주흑돼지불고기를 중심으로 한 웰빙뷔페로 사랑받아온 점심뷔페가 2009년 제주의 전통음식을 추가한 새로운 메뉴를 선보이고 있다. 생각하는 정원의 유연식당은 앞으로 매월 다양한 토속음식과 계절별 절기별 제철음식을 새롭게 선보일 예정이다.
성읍타운,음식,음식점,한식,제주도,서귀포시,"성읍민속마을 입구에 위치한 음식점이다. 1층과 2층으로 되어 있으며 좌석 전체가 테이블과 의자로 되어 있다. 제주 흑돼지불고기가 주 메뉴이고 제주 갈치, 고등어, 옥돔 등도 인기 있는 메뉴다. "
제주미향,음식,음식점,한식,제주도,서귀포시,"제주중문관광단지에 위치한 제주미향은 활어회와 갈치, 고등어요리를 주로 하며 조림이 유명한 집이다. 이 곳은 푸른 바다, 여미지 식물원, 선녀다리가 한눈에 내려다 보이는 곳에 위치하고 있다. "
도남오거리식당,음식,음식점,한식,제주도,제주시,"18년 전통의 고기전문점으로, 제주에서 흔히 맛볼 수 없는 황소모듬구이 전문식당이다.  황소모듬구이, 육회, 쌈밥 등의 메뉴를 가지고 있는데 다양한 소 부위를 저렴하게 먹을 수 있는 곳으로 유명하다. 도남동의 본점과, 외도점이 있다."
도남오거리식당(외도점),음식,음식점,한식,제주도,제주시,"18년 전통의 고기전문점으로, 제주에서 흔히 맛볼 수 없는 황소모듬구이 전문식당이다. 황소모듬, 소갈비, 돼지갈비, 쌈밥 등의 메뉴를 가지고 있는데 다양한 소 부위를 저렴하게 먹을 수 있는 곳으로 유명하다. 도남동의 본점과, 외도점이 있다. "
아미산,음식,음식점,중식,부산,해운대구,중국 아미산의 이름을 빌려 1996년 1월 해운대 마리나센터에 문을 연 아미산은 뛰어난 맛과 서비스로 중식 애호가들에게 사랑을 받아 오고 있으며 부산을 찾는 저명인사들도 즐겨 찾는 곳이다. 홀과 룸의 좌석이 테이블과 의자로 되어 있고 룸의 입구에도 높이차이가 없어 이용이 편리하다.
T.G.I 프라이데이스(해운대점),음식,음식점,패밀리레스토랑,부산,해운대구,"미국식, 멕시칸, 이탈리안 요리와 한국화한 퓨전요리와 다양한 음료, 디저트가 준비되어있다. T.G.I FRIDAY'S에서는 세계 어디서나 동일한 맛의 음식을 즐길 수 있다.  해운대점은 건물 1층에 장애인용 화장실이 있고, 엘리베이터 등 편의시설을 갖추고 있어 이용이 편리할 뿐 아니라 모든 좌석에서 해운대를 바라 볼 수 있다.  "
아웃백스테이크하우스(부산동래점),음식,음식점,패밀리레스토랑,부산,동래구,"아웃백은 스테이크 전문 식당으로 기존 패밀리 레스토랑보다 한단계 높은 차별화된 음식과 서비스를 제공하는 디너하우스로 10여 가지의 스테이크 외에 30여 가지의 다양한 메뉴를 제공하고 있다. 아웃백에서 제공되는 모든 스테이크는, 곡물(grain)을 먹여 사육한 호주산 최상급 쇠고기를 사용하며, 아웃백 고유의 양념을 가미하여 그릴에 단시간 굽기 때문에 연하고 두툼하며 육즙이 많은 정통 스테이크의 참 맛을 즐길 수 있다.세계적인 경제 전문지가 리서치하는 레스토랑 고객 만족도에서 매년 ""미국 최고의 레스토랑"" 으로 선정되는 아웃백 스테이크 하우스는 푸짐한 양과 신선하고 풍부한 맛을 통해 매일 새로운 감동을 창조 하고자 하는 스테이크 전문 레스토랑이다.동래점은 아웃백스테이크하우스 전용 출입구가 따로 있지만, 계단밖에 없어 이용이 어렵다. 그러나 전용출구가 아닌 건물의 주출입구에는 경사로가 설치되어 있고 식당으로 연결되는 엘리베이터가 있어 이용할 수 있다. 단, 평소에는 엘리베이터를 운행하지 않기 때문에 사전에 전화로 확인하고 가는 것이 좋다. "
대관원,음식,음식점,중식,부산,동래구,"자장면, 짬뽕과 탕수육이 맛있다고 소문난 중국음식점이다. 주차장이 따로 없는 것이 불편하지만, 인근에 주차 후 음식점으로 들어가는 데는 불편함이 없다. "
왕손짜장,음식,음식점,중식,대구,남구,1954년 오광호(화교)씨 선친(오극빈)씨에 의해 50년에 걸친 전통의 중화요리로써 3대에 걸쳐 맥을 이어 왔다. 오광호씨의 장녀 오의흔씨는 김동혁씨와 결혼하여 대구 북구 읍내동 왕손짜장을 경영하고 있으며 앞산점은 현 본점의 역활을 하고 있다.
만나(대흥점),음식,음식점,한식,대전,중구,"하늘의 양식이라는 의미를 가진 한식당이다. 메뉴는 샤브샤브, 한정식, 생고기 등이 있다."
미스터왕(둔산점),음식,음식점,중식,대전,서구,"2000년에 문을 연 미스터왕은 지역사회에서 중식부분 브랜드 파워 1위로 선정 받는 등 꾸준한 성장을 거듭한 전통 중식당이다. 실내 인테리어는 모던하면서도 고풍스럽다. 최근 청결과 위생에 만전을 기하기 위해 대전 최초로 주방 내 CCTV 를 설치 운영하고 있으며 다양한 개별 룸과 대연회장이 마련되어 있어 다양한 모임이나 행사 유치가 가능하다.1층은 넓은 홀이고, 2층은 별실, 3층에는 대규모 연회석이 마련되어 있는데 층간 이동은 계단을 이용해야 한다. 주출입구에 경사로가 설치되어 있어서 편리하게 들어갈 수 있으며, 좌석도 테이블과 의자로 되어 있다. 화장실에 턱이 없지만 장애인용 화장실은 없다. "
라오왕(전민점),음식,음식점,중식,대전,유성구,"중국 정통요리의 참 맛을 즐길 수 있는 곳이다. 미스터왕의 세련된 이미지와 고급스러운 인테리어로 한층 높은 외식문화를 즐겨보자. 관광업소와 모범업소로 지정된 미스터왕은 넓은 1층 홀과, 별실을 가지고 있는 2층으로 구성되어 있다. 2층의 별실들은 작은 비즈니스 모임과 최대 30명 규모의 컨벤션을 할 수 있도록 되어 있다."
라오왕(노은점),음식,음식점,중식,대전,유성구,"중국 정통요리의 참 맛을 즐길 수 있는 곳이다. 미스터왕의 세련된 이미지와 고급스러운 인테리어로 한층 높은 외식문화를 즐겨보자. 관광업소와 모범업소로 지정된 미스터왕은 넓은 1층 홀과, 별실을 가지고 있는 2층으로 구성되어 있다. 2층의 별실들은 작은 비즈니스 모임과 최대 30명 규모의 컨벤션을 할 수 있도록 되어 있다. "
덕림산채식당,음식,음식점,한식,충청북도,보은군,"속리산 입구 소형 주차장 옆에 위치한 기와지붕을 가진 음식점이다. 속리산에서 직접 채취한 산나물과 버섯으로 만든 요리가 맛이 좋다. 주출입구에 높이차이가 없어 쉽게 접근 가능하며, 야외테이블도 있어 여름에는 야외에서도 시원하게 식사할 수 있다. "
신라회관,음식,음식점,한식,경상북도,경주시,"대릉원 앞에 위치한 신라회관은 30년 전통의 전문 한식당이다. 떡갈비쌈밥, 불고기쌈밥, 신라쌈밥이 추천메뉴 이다. 최대 400의 석의 넓은 공간과 아름다운 정원, 친절한 서비스로 신라의 고도 경주를 방문하는 가족, 수학여행단, 국내 관광여행단을 언제나 정성껏 모실 준비가 되어 있다. 그리고 영화 ""신라의 달밤"" 촬영지이기도 하다. 주출입구에는 턱이 거의 없어 이용하기 편하고, 입식테이블로 되어 있다. 지하층도 있지만 계단을 이용해야 한다. 대릉원 방향으로 조금만 가면 공중화장실의 장애인용 화장실을 이용할 수 있다. "
강가(무교점),음식,음식점,아시아식,서울,중구,"인도 북부 평원지대를 흐르는 갠지스강의 인도어인 ""강가""는 이름 그대로 정통 인도레스토랑이다. 10년 이상 정통 인도요리 경력을 가지고 있는 인도요리사가 있어 현지에서 맛볼 수 있는 최상의 음식들을 제공하며 한국인들의 입맛에도 잘 맞아 많은 이들의 발길이 끊이지 않고 있다. 특히 인기 있는 대표 메뉴로는 인도 전통의 향신료를 이용하여 절인 닭을 탄두(화덕)에 구워낸 탄두리 치킨과 탄두에 구운 인도의 전통빵인 난, 신선한 토마토와 크림, 치즈로 만든 연한 치킨 카레인 치킨 마크니 등이 있다. 인도의 강한 향이 부담스러운 초보자에게 맞는 카레 메뉴로는 팔락 파니르, 치킨 마크니, 비프도 피아자 등이 있으며 탄두리 치킨과 탄두리 프로운도 적합하다. 카레와 함께 인도 전통 빵인 난을 함께 곁들여 먹는 것을 추천한다."
강가(여의도점),음식,음식점,아시아식,서울,영등포구,"인도 북부 평원지대를 흐르는 갠지스강의 인도어인 강가는 이름 그대로 정통 인도레스토랑이다. 10년 이상 정통 인도요리 경력을 가지고 있는 인도 요리사가 있어 현지서 맛볼 수 있는 최상의 음식들을 제공하며 한국인들의 입맛에도 잘 맞아 많은 이들의 발길이 끊이지 않고 있다. 특히 인기 있는 대표 메뉴로는 인도 전통의 향신료를 이용하여 절인 닭을 탄두(화덕)에 구워낸 탄두리 치킨과 탄두에 구운 인도의 전통빵인 난, 신선한 토마토와 크림, 치즈로 만든 연한 치킨 카레인 치킨 마크니 등이 있다. 인도의 강한 향이 부담스러운 초보자에게 맞는 카레 메뉴로는 팔락 파니르, 치킨 마크니, 비프도 피아자 등이 있으며 탄두리 치킨과 탄두리 프로운도 적합하다. 카레와 함께 인도 전통 빵인 난을 함께 곁들여 먹는 것을 추천한다."
강가(역삼점),음식,음식점,아시아식,서울,강남구,"인도 북부 평원지대를 흐르는 갠지스강의 인도어인 강가는 이름 그대로 정통 인도레스토랑이다. 강가는 경력 10년 이상 정통 인도요리 경력을 가지고 있는 인도요리사가 있어 현지서 맛볼 수 있는 최상의 음식들을 제공하며 한국인들의 입맛에도 잘 맞아 많은 이들의 발길이 끊이지 않고 있다. 특히 인기 있는 대표 메뉴로는 인도 전통의 향신료를 이용하여 절인 닭을 탄두(화덕)에 구워낸 탄두리 치킨과 탄두에 구운 인도의 전통빵인 난, 신선한 토마토와 크림, 치즈로 만든 연한 치킨 카레인 치킨 마크니 등이 있다. 인도의 강한 향이 부담스러운 초보자에게 맞는 카레 메뉴로는 팔락 파니르, 치킨 마크니, 비프도 피아자 등이 있으며 탄두리 치킨과 탄두리 프로운도 적합하다. 카레와 함께 인도 전통 빵인 난을 함께 곁들여 먹는 것을 추천한다."
강가(강남점),음식,음식점,아시아식,서울,서초구,"인도 북부 평원지대를 흐르는 갠지스강의 인도어인 ""강가""는 이름 그대로 정통 인도레스토랑이다. 강가에는 10년 이상 정통 인도요리 경력을 가지고 있는 인도 요리사가 있어 현지에서 맛볼 수 있는 최상의 음식들을 제공하며 한국인들의 입맛에도 잘 맞아 많은 이들의 발길이 끊이지 않고 있다. 특히 인기 있는 대표 메뉴로는 인도 전통의 향신료를 이용하여 절인 닭을 탄두(화덕)에 구워낸 탄두리 치킨과 탄두에 구운 인도의 전통빵인 난, 신선한 토마토와 크림, 치즈로 만든 연한 치킨 카레인 치킨 마크니 등이 있다. 인도의 강한 향이 부담스러운 초보자에게 맞는 카레 메뉴로는 팔락 파니르, 치킨 마크니, 비프도 피아자 등이 있으며 탄두리 치킨과 탄두리 프로운도 적합하다. 카레와 함께 인도 전통 빵인 난을 함께 곁들여 먹는 것을 추천한다. "
강가(해운대점),음식,음식점,아시아식,부산,해운대구,"인도 북부 평원지대를 흐르는 갠지스강의 인도어인 강가는 이름 그대로 정통 인도레스토랑이다. 10년 이상 정통 인도요리 경력을 가지고 있는 인도 요리사가 있어 현지서 맛볼 수 있는 최상의 음식들을 제공하며 한국인들의 입맛에도 잘 맞아 많은 이들의 발길이 끊이지 않고 있다. 특히 인기 있는 대표 메뉴로는 인도 전통의 향신료를 이용하여 절인 닭을 탄두(화덕)에 구워낸 탄두리 치킨과 탄두에 구운 인도의 전통빵인 난, 신선한 토마토와 크림, 치즈로 만든 연한 치킨 카레인 치킨 마크니 등이 있다. 인도의 강한 향이 부담스러운 초보자에게 맞는 카레 메뉴로는 팔락 파니르, 치킨 마크니, 비프도 피아자 등이 있으며 탄두리 치킨과 탄두리 프로운도 적합하다. 카레와 함께 인도 전통 빵인 난을 함께 곁들여 먹는 것을 추천한다."
강가(분당점),음식,음식점,아시아식,경기도,성남시,"인도 북부 평원지대를 흐르는 갠지스강의 인도어인 강가는 이름 그대로 정통 인도레스토랑이다. 10년 이상 정통 인도요리 경력을 가지고 있는 인도 요리사가 있어 현지서 맛볼 수 있는 최상의 음식들을 제공하며 한국인들의 입맛에도 잘 맞아 많은 이들의 발길이 끊이지 않고 있다. 특히 인기 있는 대표 메뉴로는 인도 전통의 향신료를 이용하여 절인 닭을 탄두(화덕)에 구워낸 탄두리 치킨과 탄두에 구운 인도의 전통빵인 난, 신선한 토마토와 크림, 치즈로 만든 연한 치킨 카레인 치킨 마크니 등이 있다. 인도의 강한 향이 부담스러운 초보자에게 맞는 카레 메뉴로는 팔락 파니르, 치킨 마크니, 비프도 피아자 등이 있으며 탄두리 치킨과 탄두리 프로운도 적합하다. 카레와 함께 인도 전통 빵인 난을 함께 곁들여 먹는 것을 추천한다. "
원할머니보쌈(가좌점),음식,음식점,한식,인천,서구,"원할머니보쌈을 가좌점에서도 맛 볼 수 있다. 고급품질과 맛으로 이미 정평이 나있는 원조 보쌈 '원할머니보쌈'을 즐겨보자. 맛깔스러운 보쌈김치와 기름기 쪽 빠진 담백한 수육 한입이면, 가좌동의 명물로도 손색이 없겠다. 보쌈뿐만 아니라, 족발과 족쌈, 새싹쟁반무침면 등 다양한 메뉴가 있다."
원할머니보쌈(검단점),음식,음식점,한식,인천,서구,"원할머니보쌈을 검단점에서도 맛 볼 수 있다. 고급품질과 맛으로 이미 정평이 나있는 원조 보쌈 '원할머니보쌈'을 즐겨보자. 맛깔스러운 보쌈김치와 기름기 쪽 빠진 담백한 수육 한입이면, 검단지역의 명물로도 손색이 없겠다. 보쌈뿐만 아니라, 족발과 족쌈, 새싹쟁반무침면 등 다양한 메뉴가 있다."
원할머니보쌈(계산점),음식,음식점,한식,인천,계양구,"원할머니보쌈을 계산동에서도 맛 볼 수 있다. 고급품질과 맛으로 이미 정평이 나있는 원조 보쌈 '원할머니보쌈'을 즐겨보자. 맛깔스러운 보쌈김치와 기름기 쪽 빠진 담백한 수육 한입이면, 계산동의 명물로도 손색이 없겠다. 보쌈뿐만 아니라, 족발과 족쌈, 새싹쟁반무침면 등 다양한 메뉴가 있다."
원할머니보쌈(동암역점),음식,음식점,한식,인천,부평구,"보쌈 전문점이다. 고급품질과 맛으로 이미 정평이 나있는 원조 보쌈 '원할머니보쌈'을 즐겨보자. 맛깔스러운 보쌈김치와 기름기 쪽 빠진 담백한 수육이 일품이다. 보쌈뿐만 아니라, 족발과 족쌈, 새싹쟁반무침면 등 다양한 메뉴가 있다."
원할머니보쌈(동인천점),음식,음식점,한식,인천,동구,"보쌈 전문점이다. 고급품질과 맛으로 이미 정평이 나있는 원조 보쌈 '원할머니보쌈'을 즐겨보자. 맛깔스러운 보쌈김치와 기름기 쪽 빠진 담백한 수육이 일품이다. 보쌈뿐만 아니라, 족발과 족쌈, 새싹쟁반무침면 등 다양한 메뉴가 있다."
원할머니보쌈(부평역점),음식,음식점,한식,인천,부평구,"보쌈 전문점이다. 고급품질과 맛으로 이미 정평이 나있는 원조 보쌈 '원할머니보쌈'을 즐겨보자. 맛깔스러운 보쌈김치와 기름기 쪽 빠진 담백한 수육이 일품이다. 보쌈뿐만 아니라, 족발과 족쌈, 새싹쟁반무침면 등 다양한 메뉴가 있다."
원할머니보쌈(옥련점),음식,음식점,한식,인천,연수구,"보쌈 전문점이다. 고급품질과 맛으로 이미 정평이 나있는 원조 보쌈 '원할머니보쌈'을 즐겨보자. 맛깔스러운 보쌈김치와 기름기 쪽 빠진 담백한 수육이 일품이다. 보쌈뿐만 아니라, 족발과 족쌈, 새싹쟁반무침면 등 다양한 메뉴가 있다."
원할머니보쌈(인천논현점),음식,음식점,한식,인천,남동구,"원할머니보쌈은 이름 그대로 보쌈 전문점이다. 고급품질과 맛으로 이미 정평이 나있는 원조 보쌈 '원할머니보쌈'을 즐겨보자. 맛깔스러운 보쌈김치와 기름기 쪽 빠진 담백한 수육이 일품이다. 보쌈뿐만 아니라, 족발과 족쌈, 새싹쟁반무침면 등 다양한 메뉴가 있다."
호아센(용산점),음식,음식점,아시아식,서울,용산구,"호아센은 베트남어로 ""연꽃""이라는 뜻이며, 최고의 요리사에게 주어지는 영광의 상징이기도 하다. 호아센이란 말이 최고의 요리사를 상징하게 된 것은 베트남 음엔왕조의 뜨득왕 시절로 거슬러 올라간다. 뜨득왕은 미식가로 유명하여 궁중요리사만 50명을 두고 매일같이 산해진미를 즐기고 차를 끓일 때도 연잎에 떨어진 이슬을 받아 끓여 먹은 것으로 전해 진다. 그런 뜨득왕이 즐겨 찾았던 음식이 바로 서민들이 즐겨먹던 시장통의 쌀국수였는데, 음엔이라는 궁중 요리사가 왕의 건강을 염려하여 각종 약재를 첨가한 국물로 쌀국수를 만들어 올리자 뜨득왕이 그 맛과 정성에 감동하여 차를 끓일 때 쓰던 귀한 연꽃을 요리사에게 하사했다.이 때 부터 연꽃은 최고의 요리사에게 주어지는 영광의 상징이 되었고, 그 후 음엔 가문의 전통문장이 되었다. 월남 패망 이후 음엔 가문의 후손인 음엔 꽝띠엠 이라는 요리사가 캘리포니아로 이주하여 새롭게 세계인의 입맛에 맞는 쌀국수로 발전시켜 캘리포니안 포로 자리잡았다. 호아센은 음엔 꽝띠엠씨로부터 캘리포니안 포의 요리법을 그대로 전수받아 선보이고 있다."
마산도원아구,음식,음식점,한식,서울,종로구,"서울에는 많은 유명한 거리가 있다.신당동 떡볶이나 신림동 순대타운처럼 특별한 음식점이 인기를 얻고 유명세를 타면서 동종의 음식점이 하나둘씩 생겨서 하나의 타운이 되는 경우가 많이 있다. 낙원상가의 아구찜골목이 그렇다. 마산아구라는 아구찜가게가 생겨서 이제는 어디가 원조인지 알아볼 수 없을 정도로 많은 아구찜가게가 생겼다. 나름대로의 맛과 특징을 유지하며, 이제는 낙원동아구찜으로 통칭 할 정도가 되었기 때문이다.  '마산도원아구'는 낙원동 아구찜골목에 새로 자리잡은 아구찜,해물탕 전문음식점이다. 오랜시간 아구찜가게에서 일하며 노하우를 익힌 사장님이 2005년 문을 열었고, 이제는 제법 자리잡아 단골 손님도 확보한 상태이다. 아구찜뿐만 아니라 해물탕, 꽃게찜 등도 많이 나가고 있으며, 후발주자로서 기존의 아구찜가게와 차별화를 두기 위해 다양한 메뉴를 연구하였다. 그 결과 일반 아구찜과는 달리 맑은 국물로 시원하고도 얼큰한 국물 맛이 일품이라는 아구지리를 내어놓기 위해 사장님이 직접 일본까지 다녀오셨을 정도라고 한다. 매운 해물찜, 아구찜과 시원한 우구지리는 궁합이 절묘하게 맞아 먹으면서 해장을 한다고들 이야기한다."
마산아구와해물,음식,음식점,한식,서울,종로구,2006년에 개업했다. 규모는 작지만 깔끔한 분위기에서 음식을 즐길 수 있다.
마산해물아구찜2호점,음식,음식점,한식,서울,종로구,20여 년 동안 아구찜 거리를 지켜오고 있는 집으로 현재 영업하는 업체 가운데 두 번째로 오래된 곳이다.모든 찜과 탕이 中 사이즈부터 제공되므로 최소 2~3인 이상이 함께 가는 것을 추천한다.
낙원아구찜 (옛날집),음식,음식점,한식,서울,종로구,원조옛날집 낙원아구찜은 낙원동 아구찜 거리 터줏대감집이다. 1층과 2층이 있다. 1층은 작고 아늑한 분위기이며 2층은 정갈한 한옥 분위기가 난다. 3층은 단체 회식에 어울린다.
마산해물아구찜,음식,음식점,한식,서울,종로구,1994년도에 문을 연 집이다. 넓은 공간 전체를 다 앉아서 먹을 수 있게 실내공간을 꾸몄다.
